,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
35639651,202,390,1,996,184897,0.4759988672639275,0.2965312664475371,30,9978,1920340,0.4934805289585806,0.2917308115756262,141.0,1,21,48988,0.2918819078261388,0.19077025005002546,962399,0.4801498923353549,0.29889369586116604,69,551,45,67,1296,1386,1380,SSP
35640355,2502,5000,1,2,7486,0.7486,0.24999607996926676,1,9998,24848778,0.497074974994999,0.2904858884420342,50000.0,1,51,2746,0.5489804078368653,0.14863082979842027,12311125,0.4923465700737108,0.2905793922569294,4416,10393,38735,22073,1313842,4467604,128212,Network Simplex
35640469,102,200,12,984,110667,0.5623323170731708,0.2821003172489545,1,9902,973117,0.4913739648555847,0.2879812131655417,100.0,1,11,33935,0.4869421724781173,0.26826505493133834,508447,0.5083951436953431,0.3000596818026176,25,108,14,19,97,207,496,SSP
35644666,2002,3920,1,100,197749,0.5044617346938776,0.2887234678419908,1,1000,1967424,0.5018938775510204,0.2883965275542907,447.0,1,101,55871,0.3137251598919641,0.20005611885109886,1012330,0.505912043978011,0.2899834703105392,2209,11940,6463,4289,641768,983372,128489,Network Simplex
35650882,1002,1970,1,2,2927,0.7428934010152284,0.2498989720884615,2,9999,9867773,0.5009522779689136,0.28556313037559017,3162.0,1,51,1103,0.550949050949051,0.15125713101178564,4886742,0.4884791014468821,0.2820825397408806,576,1546,717,1435,85223,141783,20680,Network Simplex
35652739,202,410,1,999,203610,0.4971068629605215,0.2932265226881797,1,100,18906,0.4611219512195122,0.2891741137355301,141.0,1,11,51544,0.3258421994222028,0.20786975840191269,9355,0.4654228855721393,0.2899973327611633,110,456,341,327,3995,11106,2064,Network Simplex
35660290,1002,2090,1,2,3127,0.7480861244019139,0.2499926740530511,3,9999,10455729,0.5003241472472606,0.29372383135279245,3162.0,1,11,1084,0.5414585414585414,0.1378784249598215,4995289,0.4990797781076809,0.2955822079604236,291,1037,272,880,61607,230194,6856,SSP
35667439,502,1095,1,100,54870,0.5010958904109589,0.2874197683269549,1,100,54913,0.5014885844748859,0.2885489972990524,2236.0,1,6,12636,0.3318625906082572,0.21508325127230585,24898,0.4969660678642714,0.2873958664945463,171,1771,3632,4863,31282,110573,6645,Network Simplex
35672155,1002,1970,1,100,99384,0.5044873096446699,0.29071898635412885,8,9994,9901837,0.5029330796447412,0.2847256675618975,316.0,1,51,27743,0.32994386565815137,0.2125129030859532,5011554,0.5009553184458128,0.2820903212876035,1287,1177,160,186,42225,110013,14977,SSP
35678467,252,545,69,9978,2660363,0.4892162758067749,0.2892857884406245,22,9936,2761940,0.5100422520645895,0.29567703587384225,158.0,1,6,619484,0.3286807491037315,0.23379010525268865,1297162,0.5207553502234512,0.2957529572886964,30,234,24,42,1375,6100,826,SSP
35680950,27,50,1,2,79,0.79,0.2467792535850613,85,9615,233527,0.4857555902236089,0.29150405734721946,50.0,1,6,33,0.6346153846153846,0.2217800498975153,124989,0.4999759990399616,0.2695414404257801,19,22,6,7,49,72,135,SSP
35682604,52,95,1,2,142,0.7473684210526316,0.2499861492007982,150,9746,448824,0.4847591994556471,0.29169643398123096,70.0,1,11,61,0.5980392156862745,0.1985142816795744,257889,0.518843326372207,0.29410298056690903,35,51,9,10,55,80,122,SSP
35689113,502,1040,9,9994,5302187,0.5101317521282001,0.29177917614860865,38,9999,5036699,0.4843464154107719,0.2902507051401828,223.0,1,11,1340277,0.3333171683048058,0.21133418326507925,2439461,0.4887266518854292,0.2921985152368801,94,619,50,66,750,1104,1537,SSP
35691202,5002,10050,1,100,508470,0.5059402985074627,0.2892055620700425,1,1000,5084508,0.5059211940298508,0.2878078580283257,707.0,1,51,135929,0.2954387383392887,0.1867788610952898,2557721,0.5114419116176765,0.28683872922558457,3122,19152,12165,11878,773766,1581131,177655,Network Simplex
35694992,502,1040,2,1000,512045,0.4923509615384615,0.2877167392042149,8,10000,5036818,0.4843094230769231,0.2828699193222204,2236.0,1,11,128146,0.3157783199034031,0.2065469920121635,2434209,0.4858700598802394,0.2804948202968633,108,667,135,380,20896,81360,6156,Network Simplex
35697559,2502,5000,1,10,27497,0.54994,0.28482274558047493,2,10000,24906276,0.4981255199999999,0.2874603700212076,500.0,1,51,8069,0.35847883068994624,0.19058022969149202,12630197,0.5054607923620663,0.2883474183179564,1864,4001,922,641,146720,380526,64817,CAS
35703194,1002,1910,2,9997,9505697,0.4978298201502336,0.2851451496398333,1,1000,920470,0.4819214659685864,0.29191015814675675,316.0,1,101,2818767,0.30958124988467994,0.1958206986256777,476374,0.4763744763744764,0.2903972769002364,884,3789,2570,1096,107878,186624,36871,Network Simplex
35708396,2002,3920,15,10000,19741468,0.5036088775510204,0.2883501805977949,3,9999,19526333,0.4981705568516035,0.2890292200621536,4472.0,1,101,5560438,0.32308215151812536,0.20434165208309807,10021310,0.5008651789716703,0.2922021120966952,2273,8868,8233,5025,849308,1242972,120654,Network Simplex
35709655,102,185,1,99,9294,0.5074529074529075,0.2904965823755666,15,10000,997617,0.5392524324324324,0.27505680751246303,100.0,1,21,3004,0.39656765676567657,0.2351744690673499,543523,0.5381415841584158,0.2862166541664599,35,109,13,16,403,772,659,SSP
35712474,102,200,1,10,1091,0.5455,0.3032816347885246,27,9744,926390,0.4753643267651888,0.2775932217858336,100.0,1,11,312,0.3432343234323432,0.1978363653479778,434030,0.4410228584434798,0.265546578715914,28,90,31,44,288,381,589,Network Simplex
35719479,102,200,1,10,1153,0.5765,0.2774846842620328,3,998,100705,0.5045340681362726,0.2981126944709071,100.0,1,11,365,0.4517326732673268,0.23793296714253304,48337,0.4805061831484353,0.2892145486253785,76,135,31,41,538,562,494,SSP
35723386,502,1095,1,999,533519,0.4877196831534731,0.2906937408229641,7,9969,5550926,0.5085102630941306,0.2874300028145016,223.0,1,6,120937,0.3098731932796794,0.2069714583511925,2558168,0.5122001958566567,0.2866840374829848,59,649,90,137,1233,11619,1728,Network Simplex
35725626,502,1040,10,9994,5057726,0.48661177475716205,0.2917263577777553,1,100,53220,0.5117307692307692,0.28669315648674165,223.0,1,11,1222786,0.2908353930841843,0.19304198707315706,26026,0.5194810379241517,0.2869346044054463,164,1328,924,819,20684,69571,6823,Network Simplex
35725653,2002,3920,2,9997,19501492,0.4976363317158413,0.290016664669724,3,10000,19465179,0.4965606887755102,0.2880412196232973,447.0,1,101,5406575,0.28351904845059106,0.1830637672034231,9839929,0.4917505747126437,0.28705541319716765,1894,5584,1015,846,202725,411857,71284,CAS
35738216,252,545,5,997,274748,0.50564169572939,0.27865964923469816,14,9999,2694319,0.4944199007056669,0.2941293689038874,1581.0,1,6,67031,0.3384737349713945,0.20747669458795467,1243016,0.4956716024501733,0.2967368749896554,42,208,24,55,2093,11544,1174,SSP
35738674,102,200,1,2,300,0.75,0.25,9,9994,1006561,0.5035826495897539,0.27611688116019345,10000.0,1,11,113,0.5594059405940595,0.16178351127097218,515314,0.5160953683877391,0.2775746104805064,29,162,136,143,1185,2244,735,Network Simplex
35739616,252,455,21,9998,2335054,0.5133013415869987,0.2925310606085713,6,1000,237541,0.5220681318681321,0.28552746211491603,158.0,1,51,757034,0.34695406800269296,0.22362870884353064,131778,0.526064080351939,0.28977532356968505,155,688,149,175,4516,4138,3703,SSP
35739912,202,410,1,2,614,0.7487804878048779,0.2499970255623173,5,1000,213695,0.5212073170731708,0.2923539676239829,141.0,1,11,225,0.5597014925373134,0.1621310521074659,107247,0.5341012654445491,0.2894944893823866,56,182,49,89,1533,4456,1406,SSP
35747888,1002,2030,10,9998,10345530,0.5097339664977331,0.2928704053337273,1,100,104603,0.5152857142857143,0.29440328250816666,316.0,1,21,2702782,0.3096779353230781,0.20499411808790485,51598,0.5154645354645355,0.2962280505507132,567,4124,4462,3614,112585,274640,25249,Network Simplex
35748936,202,410,1,10,2264,0.5521951219512194,0.2861136751330769,69,9994,2088013,0.5095772097404784,0.2803986878295545,1414.0,1,11,647,0.3576561636263129,0.19832356775898272,1052551,0.5239715968884814,0.2896410010745199,59,264,56,71,800,1804,921,SSP
35750296,102,215,60,9823,1050762,0.4975328429480882,0.2992924407112049,41,9998,1080775,0.5027866038323944,0.2855752734650546,1000.0,1,6,252223,0.3275521282453534,0.23233536239972,505572,0.5031323114219152,0.2890487838892596,17,132,23,35,685,860,460,Network Simplex
35755750,2002,4080,1,10,22564,0.5530392156862745,0.2883107977672511,4,10000,19979329,0.4896894362745098,0.2851182027903994,4472.0,1,21,6370,0.3537120328724527,0.19056037864857533,9890257,0.4942657171414293,0.28400021148590004,704,8346,2631,4847,97120,227113,28770,Network Simplex
35756991,2002,4080,1,10,22380,0.5485294117647059,0.2860957506617545,1,9993,20427169,0.5010166184956921,0.2884489448770587,44721.0,1,21,6278,0.3486034760397579,0.1853662238535773,10042642,0.5025344542107639,0.28905732060577616,1032,7803,8589,13441,684752,2317158,48099,Network Simplex
35759286,2502,5000,1,100,252901,0.5058020000000001,0.2891247426215888,2,9997,25038224,0.5009147544263279,0.2904765266246938,500.0,1,51,68331,0.2906539511854833,0.1809479374206316,12565913,0.5028378160345149,0.29192341248465137,4399,3341,464,896,609913,1291458,58706,SSP
35761678,2002,3920,1,10,21263,0.5424234693877551,0.2875809455883932,1,1000,1978159,0.5046323979591837,0.2936700013887669,447.0,1,101,6374,0.3539341440390916,0.1914410148402784,998246,0.4993729361545454,0.2923466594934673,1810,8184,7108,4074,458579,824244,92294,Network Simplex
35766683,27,50,1,2,74,0.74,0.2497999199359359,426,9736,267119,0.5487243221035333,0.2806143775431256,5000.0,1,6,29,0.5576923076923077,0.15974276659457834,131263,0.5280385862437948,0.2822979624024384,9,49,38,19,158,190,157,Network Simplex
35768208,1002,2090,6,9999,10289361,0.4923631597609522,0.2833247110521638,1,1000,1039293,0.4972693779904306,0.29021150787232225,3162.0,1,11,2579419,0.3161381619239551,0.2043861507157696,502821,0.5023186813186813,0.28899844850348577,397,2983,3547,4264,106593,378375,16389,Network Simplex
35768227,52,95,1,2,145,0.7631578947368421,0.24965349948697724,4,100,4736,0.4985263157894737,0.2827011381618502,70.0,1,11,60,0.5882352941176471,0.1906100205414077,2731,0.5354901960784314,0.2935670663628717,17,86,29,29,313,556,367,Network Simplex
35769009,202,390,1,100,19182,0.4918461538461538,0.3056580575189091,2,998,197706,0.5079543702790196,0.2913387675923414,1414.0,1,21,5090,0.3051010010190013,0.22472716922623573,98623,0.4936234321350992,0.27844188065592784,91,891,370,508,4303,11743,2293,Network Simplex
35769583,52,105,2,1000,51808,0.4934095238095238,0.3011485852290984,1,100,4755,0.4528571428571429,0.2660924088883921,70.0,1,6,12927,0.33176778564829074,0.2376167657959223,2301,0.4557338086749851,0.28664799671958824,16,98,28,40,278,791,331,Network Simplex
35772311,1002,2030,1,2,3015,0.7426108374384236,0.24989077669381596,2,9987,10145479,0.5004278468412878,0.2905008511160198,316.0,1,21,1089,0.5439560439560439,0.1415835024914849,4953043,0.4959998902460811,0.2925166633841218,340,857,253,131,52728,163865,10368,CAS
35772877,27,50,2,99,2595,0.5242424242424242,0.2858728625481533,37,9974,235850,0.4729296170042109,0.3114990231146662,50.0,1,6,827,0.3878986866791745,0.24843396457530026,125938,0.5002860184640808,0.3204642111719012,10,42,7,7,72,108,127,SSP
35773013,27,50,1,2,72,0.72,0.2481934729198171,888,9615,321870,0.6695163806552261,0.2491418465003813,500.0,1,6,29,0.5576923076923077,0.15974276659457834,156818,0.6272970918836753,0.2610727897331867,8,22,7,7,70,134,99,SSP
35776690,1002,1910,1,2,2867,0.7505235602094241,0.2499994517688131,7,9999,9566405,0.5009089914227024,0.28950675774787626,316.0,1,101,1150,0.5744255744255744,0.17797084335421487,5033201,0.5029178662905408,0.29252904790402146,867,2350,220,474,18980,20367,14998,SSP
35784432,252,545,19,9985,2739758,0.5034630845350594,0.29522697686915433,2,999,269634,0.4952365209245944,0.2908299255629025,1581.0,1,6,634458,0.3375245180314927,0.23453968796214544,125518,0.5005722854328433,0.30758473301000183,54,479,259,559,2845,13519,1553,Network Simplex
35785600,202,410,4,998,201806,0.4931961483943497,0.2865696853201718,45,9965,2045745,0.5007146965599109,0.2958896093497627,141.0,1,11,52615,0.3180633890087836,0.20988216411537508,1055140,0.5267890352552341,0.28923384636108,49,374,39,38,835,2297,1296,CAS
35785827,502,1095,1,2,1643,0.7502283105022831,0.24999989574860734,2,9991,5360852,0.4900165400001554,0.2880929817117852,22360.0,1,6,544,0.5429141716566867,0.1400552023288094,2419451,0.4843289051222597,0.2878363160781223,79,459,293,533,4481,21906,1694,Network Simplex
35790090,202,390,1,100,19475,0.4993589743589744,0.28451461024893243,9,996,198277,0.5104443414684379,0.29185287813625826,1414.0,1,21,5790,0.36463253353485736,0.2343323625467343,101005,0.5045305600511499,0.2840140180763992,104,600,426,480,6989,16001,3091,Network Simplex
35790495,27,50,2,1000,25588,0.51176,0.28370904532636954,159,9961,249576,0.5011063146270455,0.3005260857744846,50.0,1,6,7783,0.5090920983778127,0.31501098745891376,109446,0.452922481005115,0.29034546969110114,7,33,7,7,45,93,79,Network Simplex
35793388,1002,2090,1,2,3124,0.7473684210526316,0.24998614920079826,3,9998,10413900,0.4983724017530779,0.2858842309106036,31622.0,1,11,1093,0.5459540459540461,0.14444808284458613,5026264,0.5028282352536307,0.288338763281057,216,1531,796,2346,94704,363945,9453,Network Simplex
35794263,1002,2090,1,2,3126,0.7478468899521531,0.2499907280623061,4,9983,10256499,0.4915772602898612,0.2920532138232308,316.0,1,11,1094,0.5464535464535465,0.14515109799330292,4948402,0.4951876731902776,0.2924129107114363,161,623,127,126,15496,87236,4020,CAS
35796589,10002,20000,1,10000,99984065,0.499920325,0.2871406234955172,1,10000,99818598,0.49909299,0.2875488364380212,1000.0,1,101,26955653,0.29456784376207185,0.18681781690538016,49620179,0.4961521747825217,0.28700292931149063,13901,27481,7789,10504,13380077,28221362,817269,SSP
35796733,252,545,1,10,2920,0.5357798165137615,0.2843705218918924,1,100,28085,0.5153211009174312,0.2884020155655543,158.0,1,6,743,0.4228799089356858,0.22263228619983574,13034,0.5192828685258964,0.2854190385295245,44,304,147,164,1844,5627,1257,Network Simplex
35798445,5002,10050,1,1000,5007944,0.4983028855721393,0.28857445817686544,3,9997,50283612,0.5004845931391357,0.28716576961820045,70710.0,1,51,1323375,0.28952087044297925,0.186888525794731,25052827,0.5012571029920492,0.2868573920106513,6515,32036,166158,96496,7358600,28153689,535725,Network Simplex
35804430,502,1095,1,2,1616,0.7378995433789954,0.24970698618493475,1,999,550573,0.5033097023964603,0.2865630283044525,22360.0,1,6,535,0.5339321357285429,0.1257564234111769,251047,0.5020960083840336,0.28260795618095624,140,1308,1797,3486,37045,106260,3646,Network Simplex
35804701,252,545,1,100,28634,0.525394495412844,0.29215410092157845,6,1000,281933,0.5173082568807339,0.2820711479407833,158.0,1,6,6965,0.3343253492055873,0.22460578538267406,132562,0.5281354581673307,0.2822856299392663,45,282,60,79,1476,7926,1218,Network Simplex
35808725,502,1095,1,996,550392,0.5046597348297299,0.2872889818078021,1,100,56224,0.5134611872146119,0.2907288622146379,2236.0,1,6,130982,0.3036482204000825,0.19771687087833947,25829,0.5155489021956088,0.2960693061357779,189,2421,3972,2966,34004,123484,5622,Network Simplex
35812772,10002,20000,1,10000,99366886,0.49683443,0.28844655475074604,1,100,1013476,0.506738,0.2879710217296178,1000.0,1,101,26516331,0.28308434371168906,0.1819575798126088,507213,0.5071622837716228,0.2876254052130505,22428,94507,391881,145671,13795764,63286767,1582544,Network Simplex
35814273,202,390,1,999,187950,0.4824054824054824,0.2899316452985091,17,9996,1853222,0.4753752783164548,0.2897743306429407,14142.0,1,21,52760,0.3244592857713902,0.2282465466552376,1042927,0.5215813773912904,0.2840274320259348,99,541,404,288,7139,15154,3439,Network Simplex
35821763,10002,20000,1,100,1004917,0.5024584999999999,0.289200900375068,1,10000,100370145,0.5018507249999999,0.2890297089322729,100000.0,1,101,269674,0.2899430487058821,0.1815213503835021,50076626,0.5007161883811619,0.2877957671588494,25901,99299,1160195,231852,36669409,152260202,2140017,Network Simplex
35827107,2002,3920,1,1000,1950881,0.4976737244897959,0.2913196188553145,1,9999,19519367,0.4979928349977855,0.28808363111510504,4472.0,1,101,539500,0.3142368209834477,0.20430625652009812,9915000,0.4955518040559678,0.2891663853658342,2176,7574,8339,8533,717934,1268400,144799,Network Simplex
35827588,502,1040,2,1000,528569,0.5082394230769229,0.29390854049617243,7,9999,5162404,0.4964346434643465,0.2757420319621388,2236.0,1,11,132574,0.3680372218011821,0.2401077023566089,2474918,0.4940450132837635,0.27875566159272697,114,679,154,335,11236,40940,4348,Network Simplex
35829206,27,50,1,10,253,0.506,0.29893812068720843,53,9805,253940,0.5179806221315656,0.2741869217178884,500.0,1,6,71,0.34134615384615385,0.19475604904354896,121876,0.4780763346801083,0.2559931243194337,7,50,11,6,90,132,92,CAS
35829966,102,215,6,996,108630,0.5072849537685626,0.2944162370026032,86,9927,1133914,0.5312802059686876,0.293314890967471,100.0,1,6,25385,0.38607777828474094,0.2346085344987409,503063,0.5129051366675129,0.30735645785858545,19,135,16,18,88,160,243,SSP
35832113,10002,20000,1,2,30001,0.750025,0.24999999875,1,10000,99686699,0.4984334950000001,0.288446648716162,100000.0,1,101,10993,0.5495950404959504,0.14945853005492946,49654070,0.496540704965407,0.28737112495689343,15965,58232,720932,156975,34385046,148526574,1288904,Network Simplex
35832385,27,50,1,96,2582,0.5379166666666667,0.27742585345758003,6,991,25356,0.5117255297679112,0.34319738500057284,500.0,1,6,848,0.4941724941724942,0.28026607590701746,13148,0.5102848715361329,0.3668749301162504,15,75,29,34,382,355,202,Network Simplex
35833305,252,545,1,100,28185,0.5171559633027524,0.27482001363734715,1,1000,267057,0.4900128440366972,0.2822667256730532,158.0,1,6,7166,0.3613898835039589,0.21116388789982585,122959,0.4898764940239044,0.2828082788655231,36,228,53,105,698,1651,687,Network Simplex
35838458,2002,4080,1,100,201799,0.4946053921568627,0.28911823548259924,1,9999,20327485,0.4982724988185093,0.28931484155905524,447.0,1,21,51940,0.3053767234030044,0.1975991189667858,9952804,0.4974412483727133,0.289548140427651,738,3118,423,523,22291,85847,17688,SSP
35839473,27,50,1,10,281,0.562,0.26373471519691905,7,98,2441,0.4981632653061224,0.2952539338677638,50.0,1,6,95,0.521978021978022,0.250407227804524,1319,0.5176609105180534,0.3186042180785277,12,49,39,98,245,300,261,Network Simplex
35845311,102,185,1,10,977,0.5281081081081079,0.27620828253270024,55,9956,1004870,0.5455734963569435,0.2892020664891966,10000.0,1,21,337,0.4170792079207921,0.23878121570515135,524066,0.5229035853298118,0.2947150107513213,57,290,265,302,2211,3672,1519,Network Simplex
35846158,252,545,3,998,261278,0.480369914140207,0.29058057194407555,1,100,27224,0.4995229357798165,0.2971160338106049,158.0,1,6,57203,0.2998689452715454,0.20337983911884172,12547,0.4998804780876494,0.28861322782621285,56,422,270,403,2780,10114,2286,Network Simplex
35847959,2502,5000,1,100,252543,0.5050859999999999,0.2886899939450621,1,1000,2487211,0.49744220000000006,0.2897089992719591,5000.0,1,51,68801,0.3396221758210296,0.21057054678671094,1245926,0.4986698013487298,0.28989060343600115,3314,15174,53299,21970,1450955,4432727,176833,Network Simplex
35848487,202,410,1,10,2162,0.5273170731707317,0.27485716370546753,57,9999,2082103,0.5078807880788079,0.28664418218867954,14142.0,1,11,625,0.388681592039801,0.2078212686682916,1011452,0.5032602762763838,0.2831238972188548,55,336,127,249,4697,15714,1938,Network Simplex
35858251,52,105,1,10,586,0.5580952380952381,0.2797212736452221,5,975,47933,0.4682100122100122,0.3054053921633445,70.0,1,6,174,0.4264705882352941,0.24275844145910555,25694,0.5167219708396179,0.3055101450168504,14,49,24,18,165,315,172,Network Simplex
35858863,1002,2030,1,10,11214,0.5524137931034483,0.2820955821086503,1,1000,994115,0.4897118226600985,0.28328281610368383,3162.0,1,21,3244,0.4050949050949051,0.20752337225956505,497843,0.4973456543456544,0.2848133349543672,439,3068,3533,3633,137244,325361,29019,Network Simplex
35862385,1002,2030,1,100,102896,0.5068768472906404,0.2912774642640415,7,9995,10065547,0.49608779759337795,0.2869150302296723,31622.0,1,21,27214,0.327551966106183,0.20735141940096735,4902777,0.4900329285521882,0.2909182530156029,592,3478,5533,5517,165879,530420,29422,Network Simplex
35862467,52,105,1,10,633,0.6028571428571429,0.2840044073625628,33,9898,507912,0.4887105620183009,0.2975763559329815,70.0,1,6,192,0.4705882352941176,0.26497807356352115,239071,0.4735973597359736,0.3172998110336981,12,40,8,11,117,126,164,SSP
35867041,27,50,59,9833,226761,0.4612244482863826,0.30377273299032953,1,99,2433,0.4915151515151514,0.3408195767252756,50.0,1,6,58046,0.4263010237804967,0.27736811430559,1318,0.5226011102299762,0.3546402037723825,13,68,19,18,170,223,144,Network Simplex
35868055,502,905,5,9996,4639974,0.5129094731815378,0.2891754959914432,16,9996,4469863,0.4941051558745045,0.28897906004994683,223.0,1,101,1555294,0.34351878294975835,0.2142447758366305,2534800,0.5061505640180224,0.2862268196685363,395,2174,109,167,9336,6251,6684,SSP
35868186,2002,3920,1,100,196297,0.5007576530612244,0.29004567276270377,1,1000,1962821,0.5007196428571429,0.28885827631873673,447.0,1,101,54651,0.3034649341995669,0.19427956159320306,1018769,0.5091299350324838,0.28809569511478983,1996,6145,7585,4441,841802,1092462,124311,Network Simplex
35871642,102,215,1,100,11140,0.5181395348837209,0.2863146408294065,9,9995,1002672,0.466592365950417,0.2855455949328749,100.0,1,6,2801,0.3747658549638748,0.2167414937426197,428737,0.4247044314236326,0.2794951618152008,19,100,14,17,126,248,292,SSP
35873212,102,200,1,10,1076,0.5379999999999999,0.2783091805887833,8,9902,985112,0.4974308220561503,0.2973555048859014,10000.0,1,11,326,0.4034653465346535,0.2131804685365758,483360,0.4833107023083646,0.29295537188745296,35,176,112,203,1405,3248,947,Network Simplex
35874711,252,545,1,10,2965,0.5440366972477064,0.2965957285198959,1,999,273979,0.5032169784463363,0.2850889691702561,158.0,1,6,719,0.3580677290836653,0.20984758127022207,120840,0.4843403047768684,0.2807384219757891,44,192,28,62,1621,7626,918,SSP
35876512,502,960,7,9980,4829450,0.5040758600534402,0.2903551402596813,4,9985,4810076,0.5018022867634786,0.2859922127104891,2236.0,1,51,1413368,0.3601549613654091,0.23261792102046605,2454995,0.4912470797752865,0.2918223738508989,262,1107,352,616,37005,40889,11135,Network Simplex
35879740,1002,2090,1,100,106845,0.5112200956937799,0.2870016494259163,1,999,1058340,0.5068896647844017,0.2840714622114827,316.0,1,11,27560,0.29604803798352186,0.1882705192954396,507814,0.5083233399866667,0.28652315626140024,252,1031,118,818,37590,157937,8579,SSP
35880022,102,200,1,997,100562,0.5043229689067201,0.30415650308617825,3,9987,1004631,0.5029693601682187,0.3086550840424465,1000.0,1,11,26456,0.2754370074231398,0.18375221043500214,473688,0.4738310969912913,0.3208569790109185,32,193,29,47,633,1852,1019,SSP
35881106,252,545,1,100,27046,0.4962568807339449,0.2956856874375353,1,100,27382,0.5024220183486239,0.293820150119269,158.0,1,6,6205,0.2746790615316512,0.19421883843265425,12663,0.5095979717493662,0.3018745499076595,61,615,158,330,1470,6468,1385,Network Simplex
35883146,502,1095,1,100,54780,0.5002739726027398,0.28264393885574424,1,100,56535,0.5163013698630138,0.2963105253632511,2236.0,1,6,13152,0.34092853254529903,0.2183700364781031,25175,0.5024950099800399,0.2904308219703088,199,1584,3522,3103,32438,113522,7355,Network Simplex
35884733,102,215,1,100,10753,0.500139534883721,0.27798022193283856,7,997,110369,0.5148888526043246,0.29497212484700785,100.0,1,6,2684,0.3321782178217821,0.20256971155725184,50038,0.4969164920504087,0.2924422524118371,19,92,14,16,403,1323,365,SSP
35888042,252,455,15,9993,2182127,0.4799242986574118,0.2910707980297289,66,9998,2228485,0.4898748980565344,0.29839770991785525,158.0,1,51,704132,0.3221898211678381,0.22327668147091284,1260944,0.5024686212142827,0.30268211401301165,145,306,48,74,2951,3476,4824,SSP
35889806,2002,3920,3,9997,19580116,0.4996426478964097,0.2861726186538022,1,1000,1936553,0.4940186224489796,0.2891985846038633,447.0,1,101,5541715,0.31424858318599697,0.2003655753414781,992122,0.4963094028561295,0.28729864910554714,2244,13800,5410,3711,507952,882606,121601,Network Simplex
35891111,2002,4080,1,1000,2020511,0.4952232843137255,0.28809578744257,1,1000,2043841,0.5009414215686274,0.2868748817761108,447.0,1,21,519499,0.29704770040608985,0.19071745835113954,988655,0.4940804597701149,0.2881925424993027,698,3994,1920,2455,154734,680415,39615,Network Simplex
35894009,502,1040,1,10,5835,0.5610576923076923,0.28925108293537977,13,9997,5223574,0.5024174560060326,0.2901162335806467,223.0,1,11,1621,0.3595032157906409,0.19770544881097185,2397496,0.4786857214849086,0.2868560834776589,111,449,50,74,1752,4081,1767,SSP
35895059,102,200,11,999,104243,0.5217367367367368,0.29064185810318804,3,9976,960848,0.481579791499599,0.3032299085066118,10000.0,1,11,28579,0.4185804675142071,0.2475726304209564,474449,0.470881600990893,0.31352731724279426,38,309,167,261,3102,7067,1937,Network Simplex
35909282,27,50,2,95,2451,0.516,0.2850318736125299,189,9757,243205,0.4985241365173722,0.31577307823864953,500.0,1,6,723,0.427810650887574,0.2866795206827064,133377,0.5327536208728441,0.2786676224194097,10,32,7,7,109,86,101,SSP
35910412,27,50,1,10,286,0.5720000000000001,0.28145337091603645,20,976,26621,0.5455122950819672,0.3243908179932146,500.0,1,6,95,0.521978021978022,0.2855557463777205,13649,0.5378704287515763,0.3509310170413842,10,36,9,21,149,173,182,SSP
35911813,102,185,2,998,92450,0.5007311921139577,0.2916860333159125,1,994,88229,0.4797922671162108,0.3018721149463096,100.0,1,21,29783,0.3859701415167695,0.2498835951576012,44933,0.4544240940948028,0.2888588003801861,35,222,24,52,721,719,555,SSP
35915126,2002,4080,1,1000,2032426,0.4981436274509804,0.2888643618850095,1,100,206650,0.5064950980392157,0.289497485470285,447.0,1,21,520586,0.3168854062615465,0.20238325245717675,100483,0.5021639180409795,0.2898131627148772,1159,10303,14067,10389,387860,1023411,61686,Network Simplex
35917571,402,800,45,9999,3943869,0.4930329282928293,0.2838648333050158,1,100,40882,0.511025,0.2823870559622024,200.0,1,21,1077152,0.3255167945381336,0.20217139646552498,20251,0.5050124688279302,0.28198983435125113,404,1499,2318,2020,40528,51293,8805,Network Simplex
35918233,10002,20000,1,1000,10052325,0.50261625,0.28865765811067184,1,1000,10021951,0.50109755,0.28935361036972995,10000.0,1,101,2695470,0.29043108620172464,0.1852853394214604,5046442,0.5045937406259374,0.2890605940527226,25955,94454,978112,155536,30194427,119536448,2171248,Network Simplex
35920389,502,1095,1,2,1638,0.7479452054794521,0.2499915554963374,1,100,56391,0.514986301369863,0.2873906777173392,223.0,1,6,547,0.5459081836327345,0.1443832763581378,26195,0.5228542914171657,0.2869831320659216,74,491,244,579,8526,31075,1791,Network Simplex
35922056,502,1095,12,9980,5561284,0.5088976125767517,0.2894785695784028,2,9978,5651390,0.5172466183594776,0.2892565878986687,2236.0,1,6,1305663,0.3127461625411124,0.20106733872978316,2599523,0.5207415357963319,0.290294750772471,56,524,69,106,2743,26131,2566,Network Simplex
35923723,252,545,1,10,3019,0.5539449541284404,0.28783920826389986,3,999,279657,0.5136457558475908,0.29041620508399724,1581.0,1,6,779,0.3103585657370518,0.16402637686392468,133690,0.5374666822116178,0.2901055858843202,114,343,134,263,2356,8231,1222,Network Simplex
